video_name,frame_number,response,Folder,Label,clean_response,clean_response_no_keywords
K6WRP2xi_1.avi,75,A chaotic scene shows a large group of people engaged in a violent street brawl or confrontation. Several individuals appear to be wielding objects or weapons. yes,Fight\K6WRP2xi_1.avi,Fight,A chaotic scene shows a large group of people engaged in a violent street brawl or confrontation. Several individuals appear to be wielding objects or weapons.,A chaotic scene shows a large group of engaged in a violent brawl or confrontation Several individuals appear to be wielding objects or weapons
K6WRP2xi_2.avi,75,"Multiple individuals are involved in a chaotic, aggressive physical altercation or fight, with some running in different directions. Signs of violence are evident. yes",Fight\K6WRP2xi_2.avi,Fight,"Multiple individuals are involved in a chaotic, aggressive physical altercation or fight, with some running in different directions. Signs of violence are evident.",Multiple individuals are involved in a chaotic aggressive physical altercation or fight with some running in different directions Signs of violence are evident
K6WRP2xi_3.avi,75,"A masked person stands over an individual on the ground, appearing to be an attack or robbery in progress captured by a security camera. yes",Fight\K6WRP2xi_3.avi,Fight,"A masked person stands over an individual on the ground, appearing to be an attack or robbery in progress captured by a security camera.",A masked person over an individual on the ground appearing to be an attack or robbery in progress captured by a
kExp3yhspR0_0.avi,75,"A person in black leans over a store counter, appearing to take something, while a cashier in a red vest attempts to intervene. yes",Fight\kExp3yhspR0_0.avi,Fight,"A person in black leans over a store counter, appearing to take something, while a cashier in a red vest attempts to intervene.",A person in black leans over a appearing to take something while a cashier in a red vest attempts to intervene
kExp3yhspR0_1.avi,75,"A man attempts to take something from a shop counter while a woman, likely an employee, physically resists, suggesting a struggle or attempted theft. yes",Fight\kExp3yhspR0_1.avi,Fight,"A man attempts to take something from a shop counter while a woman, likely an employee, physically resists, suggesting a struggle or attempted theft.",A man attempts to take something from a shop while a woman likely an employee physically resists suggesting a struggle or attempted theft
kExp3yhspR0_2.avi,75,"A person in black attempts to forcefully take something from a cashier over the counter in a store, while the cashier resists the action. yes",Fight\kExp3yhspR0_2.avi,Fight,"A person in black attempts to forcefully take something from a cashier over the counter in a store, while the cashier resists the action.",A person in black attempts to forcefully take something from a cashier over the in a while the cashier resists the action
kExp3yhspR0_3.avi,75,A person in a red dress leans over a checkout counter in a store filled with shelves of products. An office chair is in the background. No,Fight\kExp3yhspR0_3.avi,Fight,A person in a red dress leans over a checkout counter in a store filled with shelves of products. An office chair is in the background.,A person in a red dress leans over a checkout in a filled with shelves of products An office chair is in the background
kLHNW0uRutY_0.avi,75,"CCTV footage captures multiple individuals inside a store or deli, standing near shelves and a counter. Some faces are blurred. People appear to be moving or waiting. No",Fight\kLHNW0uRutY_0.avi,Fight,"CCTV footage captures multiple individuals inside a store or deli, standing near shelves and a counter. Some faces are blurred. People appear to be moving or waiting.",CCTV footage captures multiple individuals inside a or deli standing near shelves and a Some faces are blurred People appear to be moving or waiting
kLHNW0uRutY_1.avi,75,"CCTV footage shows multiple people inside a store, with some bending or leaning over counters. Products are visible on shelves. No",Fight\kLHNW0uRutY_1.avi,Fight,"CCTV footage shows multiple people inside a store, with some bending or leaning over counters. Products are visible on shelves.",CCTV footage shows multiple inside a with some bending or leaning over counters Products are visible on shelves
kLHNW0uRutY_2.avi,75,Surveillance footage captures two people inside a store with shelves of goods and a fruit display. A central part of the image is heavily pixilated. No,Fight\kLHNW0uRutY_2.avi,Fight,Surveillance footage captures two people inside a store with shelves of goods and a fruit display. A central part of the image is heavily pixilated.,Surveillance footage captures two inside a with shelves of goods and a fruit display A central part of the image is heavily pixilated
kLHNW0uRutY_3.avi,75,"Security camera footage from a store shows one person slumped on the floor next to shelves, while another individual stands observing them. The scene appears concerning. Yes",Fight\kLHNW0uRutY_3.avi,Fight,"Security camera footage from a store shows one person slumped on the floor next to shelves, while another individual stands observing them. The scene appears concerning.",Security footage from a shows one person slumped on the floor next to shelves while another individual observing them The scene appears concerning
kLHNW0uRutY_4.avi,75,"Two individuals are engaged in a physical struggle inside a store. A woman in a pink top is holding onto a man in dark clothing, indicating a conflict. Yes",Fight\kLHNW0uRutY_4.avi,Fight,"Two individuals are engaged in a physical struggle inside a store. A woman in a pink top is holding onto a man in dark clothing, indicating a conflict.",Two individuals are engaged in a physical struggle inside a A woman in a pink top is holding onto a man in dark clothing indicating a conflict
kLHNW0uRutY_5.avi,75,"A person stands over another person lying on the ground, appearing to kick them, captured by a security camera. Yes",Fight\kLHNW0uRutY_5.avi,Fight,"A person stands over another person lying on the ground, appearing to kick them, captured by a security camera.",A person over another person lying on the ground appearing to kick them captured by a
kMI2JME3Aag_0.avi,75,"A blurry, black and white image shows a chaotic indoor scene with multiple people. Some figures on the right appear to be engaged in a physical interaction or struggle. yes",Fight\kMI2JME3Aag_0.avi,Fight,"A blurry, black and white image shows a chaotic indoor scene with multiple people. Some figures on the right appear to be engaged in a physical interaction or struggle.",A blurry black and white image shows a chaotic scene with multiple Some figures on the right appear to be engaged in a physical interaction or struggle
kMI2JME3Aag_1.avi,75,"A grainy, black-and-white image shows several people standing inside what appears to be a restaurant or bar area with a counter. Their specific activities are unclear due to low resolution. no",Fight\kMI2JME3Aag_1.avi,Fight,"A grainy, black-and-white image shows several people standing inside what appears to be a restaurant or bar area with a counter. Their specific activities are unclear due to low resolution.",A grainy blackandwhite image shows several standing inside what appears to be a restaurant or bar area with a Their specific activities are unclear due to low resolution
kMI2JME3Aag_2.avi,75,"A bright flash or explosion erupts from a table in a checkered-floored room, possibly a cafeteria, with blurry figures present. yes",Fight\kMI2JME3Aag_2.avi,Fight,"A bright flash or explosion erupts from a table in a checkered-floored room, possibly a cafeteria, with blurry figures present.",A bright flash or explosion erupts from a table in a checkeredfloored room possibly a cafeteria with blurry figures present
kOp57sQKMPY_0.avi,75,"A person points a handgun at another person with raised hands, next to a black SUV in a parking lot. It appears to be a robbery or threat. Yes",Fight\kOp57sQKMPY_0.avi,Fight,"A person points a handgun at another person with raised hands, next to a black SUV in a parking lot. It appears to be a robbery or threat.",A person points a handgun at another person with raised hands next to a black SUV in a parking lot It appears to be a robbery or threat
kOp57sQKMPY_1.avi,75,A person is on the ground in a parking lot next to a tree. Another person stands near a black SUV on a sidewalk. No,Fight\kOp57sQKMPY_1.avi,Fight,A person is on the ground in a parking lot next to a tree. Another person stands near a black SUV on a sidewalk.,A person is on the ground in a parking lot next to a tree Another person near a black SUV on a
ksdkojifes_416.avi,75,"Several individuals are engaged in a physical struggle on a street. One person in a brown jacket is central, with others grappling around them, indicating a conflict in progress. yes",Fight\ksdkojifes_416.avi,Fight,"Several individuals are engaged in a physical struggle on a street. One person in a brown jacket is central, with others grappling around them, indicating a conflict in progress.",Several individuals are engaged in a physical struggle on a One person in a brown jacket is central with others grappling around them indicating a conflict in progress
Kx5lWLPZ0Y0_0.avi,75,"A physical struggle is taking place inside a wig store, with one individual on the floor and others confronting each other. yes",Fight\Kx5lWLPZ0Y0_0.avi,Fight,"A physical struggle is taking place inside a wig store, with one individual on the floor and others confronting each other.",A physical struggle is taking place inside a wig with one individual on the floor and others confronting each other
Kx5lWLPZ0Y0_1.avi,75,"Two men are in a physical confrontation inside a wig store, surrounded by wig displays. yes",Fight\Kx5lWLPZ0Y0_1.avi,Fight,"Two men are in a physical confrontation inside a wig store, surrounded by wig displays.",Two men are in a physical confrontation inside a wig surrounded by wig displays
K_7hT4N2QCE_0.avi,75,"A man in a white cap leans over a person on the floor of a bus, holding a pole. His hand is near the other person's arm, who is also holding the pole. yes",Fight\K_7hT4N2QCE_0.avi,Fight,"A man in a white cap leans over a person on the floor of a bus, holding a pole. His hand is near the other person's arm, who is also holding the pole.",A man in a white cap leans over a person on the floor of a bus holding a pole His hand is near the other persons arm who is also holding the pole
K_7hT4N2QCE_1.avi,75,A man in a cap and dark jacket is holding a pole on a bus. Other passengers are seated in the background. No,Fight\K_7hT4N2QCE_1.avi,Fight,A man in a cap and dark jacket is holding a pole on a bus. Other passengers are seated in the background.,A man in a cap and dark jacket is holding a pole on a bus Other passengers are seated in the background
K_7hT4N2QCE_2.avi,75,"Inside a bus or train, a person in a dark jacket is partially visible, while another individual in a cap and sunglasses sits in the background. No",Fight\K_7hT4N2QCE_2.avi,Fight,"Inside a bus or train, a person in a dark jacket is partially visible, while another individual in a cap and sunglasses sits in the background.",Inside a bus or train a person in a dark jacket is partially visible while another individual in a cap and sunglasses sits in the background
l4gqDHx9_dI_0.avi,75,"Grainy night CCTV footage shows figures on a street. Overlaid text states ""Thieves on a motorcycle rob and kill a man at night."" yes",Fight\l4gqDHx9_dI_0.avi,Fight,"Grainy night CCTV footage shows figures on a street. Overlaid text states ""Thieves on a motorcycle rob and kill a man at night.",Grainy CCTV footage shows figures on a Overlaid text states Thieves on a motorcycle rob and kill a man at
l4gqDHx9_dI_1.avi,75,"At night, two people are on a street. One individual is seen holding or dragging the other, which aligns with the bottom text about thieves robbing and killing a man. yes",Fight\l4gqDHx9_dI_1.avi,Fight,"At night, two people are on a street. One individual is seen holding or dragging the other, which aligns with the bottom text about thieves robbing and killing a man.",At two are on a One individual is seen holding or dragging the other which aligns with the bottom text about thieves robbing and killing a man
l4gqDHx9_dI_2.avi,75,Two individuals are struggling at night. An on-screen caption indicates this is a robbery where a man was killed by thieves on a motorcycle. Yes,Fight\l4gqDHx9_dI_2.avi,Fight,Two individuals are struggling at night. An on-screen caption indicates this is a robbery where a man was killed by thieves on a motorcycle.,Two individuals are struggling at An onscreen caption indicates this is a robbery where a man was killed by thieves on a motorcycle
l4gqDHx9_dI_3.avi,75,"A person stands over a body on the ground at night. A caption indicates ""Thieves on a motorcycle rob and kill a man."" yes",Fight\l4gqDHx9_dI_3.avi,Fight,"A person stands over a body on the ground at night. A caption indicates ""Thieves on a motorcycle rob and kill a man.",A person over a body on the ground at A caption indicates Thieves on a motorcycle rob and kill a man
lI17Q0j3_0.avi,75,"Two people are physically confronting each other on a city sidewalk in the early morning, with one appearing to push the other. Yes",Fight\lI17Q0j3_0.avi,Fight,"Two people are physically confronting each other on a city sidewalk in the early morning, with one appearing to push the other.",Two are physically confronting each other on a city in the early morning with one appearing to push the other
lL3FQltu_0.avi,75,"People are waiting in an indoor area, possibly a clinic or hospital. Some are seated on benches, while others stand. One person is in a wheelchair. No",Fight\lL3FQltu_0.avi,Fight,"People are waiting in an indoor area, possibly a clinic or hospital. Some are seated on benches, while others stand. One person is in a wheelchair.",People are waiting in an area possibly a clinic or hospital Some are seated on benches while others stand One person is in a wheelchair
LLo_TXIz5-g_0.avi,75,"A crowded scene, likely a casino, shows a physical altercation or security incident involving multiple individuals and what appears to be security personnel. yes",Fight\LLo_TXIz5-g_0.avi,Fight,"A crowded scene, likely a casino, shows a physical altercation or security incident involving multiple individuals and what appears to be security personnel.",A crowded scene likely a casino shows a physical altercation or incident involving multiple individuals and what appears to be personnel
lmfaDmCCRoY_0.avi,75,"Two individuals are in a stairwell; one is on the ground, head-first down the steps, while the other stands above with a raised arm. yes",Fight\lmfaDmCCRoY_0.avi,Fight,"Two individuals are in a stairwell; one is on the ground, head-first down the steps, while the other stands above with a raised arm.",Two individuals are in a stairwell one is on the ground headfirst down the steps while the other above with a raised arm
lmfaDmCCRoY_1.avi,75,Two people are seen walking down a set of stairs in a black and white security camera image. no,Fight\lmfaDmCCRoY_1.avi,Fight,Two people are seen walking down a set of stairs in a black and white security camera image.,Two are seen walking down a set of stairs in a black and white image
lmfaDmCCRoY_2.avi,75,A surveillance camera captures a person with a covered head standing over another person lying on a stairwell landing. Yes,Fight\lmfaDmCCRoY_2.avi,Fight,A surveillance camera captures a person with a covered head standing over another person lying on a stairwell landing.,A captures a person with a covered head standing over another person lying on a stairwell landing
lmfaDmCCRoY_3.avi,75,"A blurred person appears to be running or involved in a physical struggle near an elevator entrance in a parking garage, captured by a security camera. yes",Fight\lmfaDmCCRoY_3.avi,Fight,"A blurred person appears to be running or involved in a physical struggle near an elevator entrance in a parking garage, captured by a security camera.",A blurred person appears to be running or involved in a physical struggle near an elevator entrance in a parking garage captured by a
lmfaDmCCRoY_4.avi,75,"One person forcefully holds another against a wall, while a dark object lies on the ground, suggesting a physical altercation or assault. yes",Fight\lmfaDmCCRoY_4.avi,Fight,"One person forcefully holds another against a wall, while a dark object lies on the ground, suggesting a physical altercation or assault.",One person forcefully holds another against a wall while a dark object lies on the ground suggesting a physical altercation or assault
lmfaDmCCRoY_5.avi,75,"Two individuals are engaged in a physical struggle in a concrete area, with one object on the ground near a trash can. yes",Fight\lmfaDmCCRoY_5.avi,Fight,"Two individuals are engaged in a physical struggle in a concrete area, with one object on the ground near a trash can.",Two individuals are engaged in a physical struggle in a concrete area with one object on the ground near a trash can
lmfaDmCCRoY_6.avi,75,"Two individuals are engaged in a physical struggle in what appears to be an indoor hallway, captured by security camera. One person wears a skull mask. Yes",Fight\lmfaDmCCRoY_6.avi,Fight,"Two individuals are engaged in a physical struggle in what appears to be an indoor hallway, captured by security camera. One person wears a skull mask.",Two individuals are engaged in a physical struggle in what appears to be an hallway captured by One person wears a skull mask
lmfaDmCCRoY_7.avi,75,"Two men are engaged in a physical struggle next to an elevator in what appears to be a parking garage. One man restrains the other, who has a pale face. Yes",Fight\lmfaDmCCRoY_7.avi,Fight,"Two men are engaged in a physical struggle next to an elevator in what appears to be a parking garage. One man restrains the other, who has a pale face.",Two men are engaged in a physical struggle next to an elevator in what appears to be a parking garage One man restrains the other who has a pale face
lUjx4FXvv34_0.avi,75,"Two individuals are engaged in a physical struggle or altercation. One person in a white shirt appears to be grabbing or pushing the other, whose head is obscured. yes",Fight\lUjx4FXvv34_0.avi,Fight,"Two individuals are engaged in a physical struggle or altercation. One person in a white shirt appears to be grabbing or pushing the other, whose head is obscured.",Two individuals are engaged in a physical struggle or altercation One person in a white shirt appears to be grabbing or pushing the other whose head is obscured
lUjx4FXvv34_1.avi,75,"Two men are engaged in a physical altercation, with one pushing the other against a wall. A person or bundle of clothes lies on the floor, indicating a struggle. Yes",Fight\lUjx4FXvv34_1.avi,Fight,"Two men are engaged in a physical altercation, with one pushing the other against a wall. A person or bundle of clothes lies on the floor, indicating a struggle.",Two men are engaged in a physical altercation with one pushing the other against a wall A person or bundle of clothes lies on the floor indicating a struggle
mbW7VkAf6Yk_0.avi,75,"On a dark street, multiple people are present, with two individuals engaged in a physical altercation where one is on the ground. yes",Fight\mbW7VkAf6Yk_0.avi,Fight,"On a dark street, multiple people are present, with two individuals engaged in a physical altercation where one is on the ground.",On a dark multiple are present with two individuals engaged in a physical altercation where one is on the ground
mbW7VkAf6Yk_1.avi,75,A person in white appears to be struggling with or attempting to stop two individuals on a motorcycle on a dimly lit street. yes,Fight\mbW7VkAf6Yk_1.avi,Fight,A person in white appears to be struggling with or attempting to stop two individuals on a motorcycle on a dimly lit street.,A person in white appears to be struggling with or attempting to stop two individuals on a motorcycle on a dimly lit
mbW7VkAf6Yk_2.avi,75,"A grayscale image shows multiple figures, some lying on the ground, possibly after a fall or incident, with other standing figures in the background. No",Fight\mbW7VkAf6Yk_2.avi,Fight,"A grayscale image shows multiple figures, some lying on the ground, possibly after a fall or incident, with other standing figures in the background.",A grayscale image shows multiple figures some lying on the ground possibly after a fall or incident with other standing figures in the background
Mi4nMB8AHxI_0.avi,75,A surveillance image shows multiple individuals engaged in a physical altercation or heated argument in what appears to be a bar or club setting. Yes,Fight\Mi4nMB8AHxI_0.avi,Fight,A surveillance image shows multiple individuals engaged in a physical altercation or heated argument in what appears to be a bar or club setting.,A image shows multiple individuals engaged in a physical altercation or heated argument in what appears to be a bar or club setting
Mi4nMB8AHxI_1.avi,75,A chaotic scene at night with a fight breaking out on the left and other people standing or dancing on the right. yes,Fight\Mi4nMB8AHxI_1.avi,Fight,A chaotic scene at night with a fight breaking out on the left and other people standing or dancing on the right.,A chaotic scene at with a fight breaking out on the left and other standing or dancing on the right
mRqg-WXiR7Q_0.avi,75,"People are on a street near a striped building. One person in grey is prominent, facing another who appears to be reacting, suggesting a dynamic interaction. yes",Fight\mRqg-WXiR7Q_0.avi,Fight,"People are on a street near a striped building. One person in grey is prominent, facing another who appears to be reacting, suggesting a dynamic interaction.",People are on a near a striped building One person in grey is prominent facing another who appears to be reacting suggesting a dynamic interaction
mRqg-WXiR7Q_1.avi,75,"Several people are gathered at night, near a convenience store. A group on the left appears to be in a physical altercation on the sidewalk, with items on the ground. yes",Fight\mRqg-WXiR7Q_1.avi,Fight,"Several people are gathered at night, near a convenience store. A group on the left appears to be in a physical altercation on the sidewalk, with items on the ground.",Several are gathered at near a convenience A group on the left appears to be in a physical altercation on the with items on the ground
mRqg-WXiR7Q_2.avi,75,"A group of people are engaged in a physical altercation on a sidewalk outside a 7-Eleven at night, while another person walks past. Yes",Fight\mRqg-WXiR7Q_2.avi,Fight,"A group of people are engaged in a physical altercation on a sidewalk outside a 7-Eleven at night, while another person walks past.",A group of are engaged in a physical altercation on a outside a 7Eleven at while another person walks past
mRqg-WXiR7Q_3.avi,75,"A person is interacting with a dog on a street at night, next to a convenience store. Other individuals are visible further down the street. No.",Fight\mRqg-WXiR7Q_3.avi,Fight,"A person is interacting with a dog on a street at night, next to a convenience store. Other individuals are visible further down the street. No.",A person is interacting with a dog on a at next to a convenience Other individuals are visible further down the No
mVTcBPrjh-E_0.avi,75,A street surveillance video shows people walking on a sidewalk and along a road with parked cars and various items on the ground. No.,Fight\mVTcBPrjh-E_0.avi,Fight,A street surveillance video shows people walking on a sidewalk and along a road with parked cars and various items on the ground. No.,A video shows walking on a and along a road with parked cars and various items on the ground No
mVTcBPrjh-E_1.avi,75,"Two individuals are engaged in a physical altercation on the street, with one pushing the other to the ground. yes",Fight\mVTcBPrjh-E_1.avi,Fight,"Two individuals are engaged in a physical altercation on the street, with one pushing the other to the ground.",Two individuals are engaged in a physical altercation on the with one pushing the other to the ground
mX4cQM1xMFc_0.avi,75,"A blurred person aims what appears to be a weapon at a parked car outside a building at night, captured by security footage. Yes",Fight\mX4cQM1xMFc_0.avi,Fight,"A blurred person aims what appears to be a weapon at a parked car outside a building at night, captured by security footage.",A blurred person aims what appears to be a weapon at a parked car outside a building at captured by footage
mX4cQM1xMFc_1.avi,75,"A security camera captures an apparent assault. One person is on the ground near a doorway, being pulled by another. A car is parked nearby. This looks like a violent altercation. yes",Fight\mX4cQM1xMFc_1.avi,Fight,"A security camera captures an apparent assault. One person is on the ground near a doorway, being pulled by another. A car is parked nearby. This looks like a violent altercation.",A captures an apparent assault One person is on the ground near a doorway being pulled by another A car is parked nearby This looks like a violent altercation
mX4cQM1xMFc_2.avi,75,Multiple individuals are engaged in a physical struggle or altercation near a parked car. One person appears to be tackling another over the car's hood. yes,Fight\mX4cQM1xMFc_2.avi,Fight,Multiple individuals are engaged in a physical struggle or altercation near a parked car. One person appears to be tackling another over the car's hood.,Multiple individuals are engaged in a physical struggle or altercation near a parked car One person appears to be tackling another over the cars hood
mxlWEjopk_c_0.avi,75,"Two blurred figures are at a Subway counter, one seemingly behind and one in front, suggesting active movement or an altercation. Tables and chairs fill the dining area. Yes",Fight\mxlWEjopk_c_0.avi,Fight,"Two blurred figures are at a Subway counter, one seemingly behind and one in front, suggesting active movement or an altercation. Tables and chairs fill the dining area.",Two blurred figures are at a Subway one seemingly behind and one in front suggesting active movement or an altercation Tables and chairs fill the dining area
MzcX84QCuE8_0.avi,75,"A man in a red shirt is on top of another man in a white shirt on the ground, seemingly punching him. This depicts a physical altercation. Aggressive behavior: yes",Fight\MzcX84QCuE8_0.avi,Fight,"A man in a red shirt is on top of another man in a white shirt on the ground, seemingly punching him. This depicts a physical altercation.",A man in a red shirt is on top of another man in a white shirt on the ground seemingly punching him This depicts a physical altercation
N1Q9v-saJ_g_0.avi,75,"Two men are standing by an open-doored car on a street, with a truck, bus, and another person in the background. Road markings are visible. yes",Fight\N1Q9v-saJ_g_0.avi,Fight,"Two men are standing by an open-doored car on a street, with a truck, bus, and another person in the background. Road markings are visible.",Two men are standing by an opendoored car on a with a truck bus and another person in the background Road markings are visible
N1Q9v-saJ_g_1.avi,75,"A man on the sidewalk appears to be in a struggle, possibly an assault, near bins. A woman watches from the street while a cyclist is nearby. yes",Fight\N1Q9v-saJ_g_1.avi,Fight,"A man on the sidewalk appears to be in a struggle, possibly an assault, near bins. A woman watches from the street while a cyclist is nearby.",A man on the appears to be in a struggle possibly an assault near bins A woman watches from the while a cyclist is nearby
N1Q9v-saJ_g_2.avi,75,Two men are engaged in a physical struggle on a sidewalk next to a street with a 20 mph speed limit sign visible. yes,Fight\N1Q9v-saJ_g_2.avi,Fight,Two men are engaged in a physical struggle on a sidewalk next to a street with a 20 mph speed limit sign visible.,Two men are engaged in a physical struggle on a next to a with a 20 mph speed limit sign visible
nBO2Wlr3LhU_0.avi,75,"Four individuals are gathered on a sidewalk at night. Two are bent over near a building, while others stand nearby. The scene appears calm. no",Fight\nBO2Wlr3LhU_0.avi,Fight,"Four individuals are gathered on a sidewalk at night. Two are bent over near a building, while others stand nearby. The scene appears calm.",Four individuals are gathered on a at Two are bent over near a building while others stand nearby The scene appears calm
nBO2Wlr3LhU_1.avi,75,"Three people are on a dark street at night, one appears to be bending down near a building. Cars are parked on the street. No.",Fight\nBO2Wlr3LhU_1.avi,Fight,"Three people are on a dark street at night, one appears to be bending down near a building. Cars are parked on the street. No.",Three are on a dark at one appears to be bending down near a building Cars are parked on the No
nNUeqFgG_0.avi,75,"A man behind a store counter aims a pistol with both hands, appearing to react to an unseen threat or individual entering the premises. yes",Fight\nNUeqFgG_0.avi,Fight,"A man behind a store counter aims a pistol with both hands, appearing to react to an unseen threat or individual entering the premises.",A man behind a aims a pistol with both hands appearing to react to an unseen threat or individual entering the premises
nNUeqFgG_1.avi,75,"A security camera captures two men in a forceful interaction near a doorway in what appears to be a store, while another person stands behind a counter. yes",Fight\nNUeqFgG_1.avi,Fight,"A security camera captures two men in a forceful interaction near a doorway in what appears to be a store, while another person stands behind a counter.",A captures two men in a forceful interaction near a doorway in what appears to be a while another person behind a
nNUeqFgG_3.avi,75,"Two men are at a shop's entrance, one seemingly pulling the other. A woman stands behind the counter in the cluttered store, which appears to be a retail or pawn shop. yes",Fight\nNUeqFgG_3.avi,Fight,"Two men are at a shop's entrance, one seemingly pulling the other. A woman stands behind the counter in the cluttered store, which appears to be a retail or pawn shop.",Two men are at a shops entrance one seemingly pulling the other A woman behind the in the cluttered which appears to be a retail or pawn shop
nNUeqFgG_4.avi,75,"Two men are at a shop counter, likely engaged in a discussion. One man is pointing towards an area above the counter, while the other listens. No.",Fight\nNUeqFgG_4.avi,Fight,"Two men are at a shop counter, likely engaged in a discussion. One man is pointing towards an area above the counter, while the other listens. No.",Two men are at a shop likely engaged in a discussion One man is pointing towards an area above the while the other listens No
nNUeqFgG_5.avi,75,"Inside a store or pawn shop, people are present, one behind a counter and another standing by it. The establishment appears busy with many items displayed. no",Fight\nNUeqFgG_5.avi,Fight,"Inside a store or pawn shop, people are present, one behind a counter and another standing by it. The establishment appears busy with many items displayed.",Inside a or pawn shop are present one behind a and another standing by it The establishment appears busy with many items displayed
NPeKBgURcxI_0.avi,75,"A blurred surveillance video shows a large group of people gathered in an outdoor or semi-outdoor area at night. Text on a banner reads ""MAKE COUNT."" no",Fight\NPeKBgURcxI_0.avi,Fight,"A blurred surveillance video shows a large group of people gathered in an outdoor or semi-outdoor area at night. Text on a banner reads ""MAKE COUNT.",A blurred video shows a large group of gathered in an outdoor or semioutdoor area at Text on a banner reads MAKE COUNT
NPeKBgURcxI_1.avi,75,"A security camera captures a crowd of people, some in orange shirts, gathered on an outdoor boardwalk at night, with a timestamp. no",Fight\NPeKBgURcxI_1.avi,Fight,"A security camera captures a crowd of people, some in orange shirts, gathered on an outdoor boardwalk at night, with a timestamp.",A captures a crowd of some in orange shirts gathered on an outdoor boardwalk at with a timestamp
NPeKBgURcxI_2.avi,75,"A large crowd of people is gathered in what appears to be an outdoor, possibly covered, commercial area at night. Many individuals are wearing orange shirts. No.",Fight\NPeKBgURcxI_2.avi,Fight,"A large crowd of people is gathered in what appears to be an outdoor, possibly covered, commercial area at night. Many individuals are wearing orange shirts. No.",A large crowd of is gathered in what appears to be an outdoor possibly covered commercial area at Many individuals are wearing orange shirts No
NpznjZe7A2M_0.avi,75,A person in a hooded jacket and gloves points a handgun at another individual behind a store counter. yes,Fight\NpznjZe7A2M_0.avi,Fight,A person in a hooded jacket and gloves points a handgun at another individual behind a store counter.,A person in a hooded jacket and gloves points a handgun at another individual behind a
NpznjZe7A2M_1.avi,75,"Two individuals are in a store. One person, in a dark hoodie, appears to be engaged in a physical altercation, possibly kicking something or someone near a counter. yes",Fight\NpznjZe7A2M_1.avi,Fight,"Two individuals are in a store. One person, in a dark hoodie, appears to be engaged in a physical altercation, possibly kicking something or someone near a counter.",Two individuals are in a One person in a dark hoodie appears to be engaged in a physical altercation possibly kicking something or someone near a
NvYo6CS_i_A_0.avi,75,"A street scene with traffic and parked cars. In the middle, several people are engaged in a physical altercation on the road, with one person on the ground. yes",Fight\NvYo6CS_i_A_0.avi,Fight,"A street scene with traffic and parked cars. In the middle, several people are engaged in a physical altercation on the road, with one person on the ground.",A scene with traffic and parked cars In the middle several are engaged in a physical altercation on the road with one person on the ground
NvYo6CS_i_A_1.avi,75,"On a street, several people are gathered around a person on the ground and a scooter near parked cars, while other vehicles drive by. No",Fight\NvYo6CS_i_A_1.avi,Fight,"On a street, several people are gathered around a person on the ground and a scooter near parked cars, while other vehicles drive by.",On a several are gathered around a person on the ground and a scooter near parked cars while other vehicles drive by
NvYo6CS_i_A_2.avi,75,"A street shows a fallen motorcycle with a person standing over it and others nearby. Cars are parked, and people walk on the pavement. no",Fight\NvYo6CS_i_A_2.avi,Fight,"A street shows a fallen motorcycle with a person standing over it and others nearby. Cars are parked, and people walk on the pavement.",A shows a fallen motorcycle with a person standing over it and others nearby Cars are parked and walk on the pavement
NvYo6CS_i_A_3.avi,75,Multiple people are involved in a physical fight on the sidewalk next to a busy street with cars driving and parked. yes,Fight\NvYo6CS_i_A_3.avi,Fight,Multiple people are involved in a physical fight on the sidewalk next to a busy street with cars driving and parked.,Multiple are involved in a physical fight on the next to a busy with cars driving and parked
NxtwlqSnLbY_1.avi,75,"A person is seen in a disheveled store, bending over items on the floor and counters, appearing to be rummaging through them. No",Fight\NxtwlqSnLbY_1.avi,Fight,"A person is seen in a disheveled store, bending over items on the floor and counters, appearing to be rummaging through them.",A person is seen in a disheveled bending over items on the floor and counters appearing to be rummaging through them
NxtwlqSnLbY_2.avi,75,"A person behind a store counter is being confronted by another individual leaning over the counter, suggesting a forceful interaction or struggle captured by security camera. Yes",Fight\NxtwlqSnLbY_2.avi,Fight,"A person behind a store counter is being confronted by another individual leaning over the counter, suggesting a forceful interaction or struggle captured by security camera.",A person behind a is being confronted by another individual leaning over the suggesting a forceful interaction or struggle captured by
NxtwlqSnLbY_3.avi,75,A person with hands up appears to be surrendering to another individual leaning over a counter in what looks like a store. Yes,Fight\NxtwlqSnLbY_3.avi,Fight,A person with hands up appears to be surrendering to another individual leaning over a counter in what looks like a store.,A person with hands up appears to be surrendering to another individual leaning over a in what looks like a
NxtwlqSnLbY_4.avi,75,A ransacked store with merchandise scattered on the floor is shown. A person is seen bending over amidst the debris. yes,Fight\NxtwlqSnLbY_4.avi,Fight,A ransacked store with merchandise scattered on the floor is shown. A person is seen bending over amidst the debris.,A ransacked with merchandise scattered on the floor is shown A person is seen bending over amidst the debris
o9sRXy5r_0.avi,75,People walk and motorbikes are parked on a busy street. A man interacts with an ATM on the right. It's a normal urban scene. no,Fight\o9sRXy5r_0.avi,Fight,People walk and motorbikes are parked on a busy street. A man interacts with an ATM on the right. It's a normal urban scene.,People walk and motorbikes are parked on a busy A man interacts with an ATM on the right Its a normal urban scene
