video_name,frame_number,response,Folder,Label
FZDDNtcaBcw_2.avi,116,"Multiple people are engaged in a physical altercation in what appears to be a recreation area with pool tables, while others stand nearby. Yes",Fight\FZDDNtcaBcw_2.avi,Fight
G3E1YP6agWs_0.avi,9,"Two people are engaged in a physical struggle inside what appears to be a store or office, while other individuals are present nearby. Yes",Fight\G3E1YP6agWs_0.avi,Fight
G3E1YP6agWs_1.avi,47,"Three people are in a tense physical confrontation in what appears to be an office or retail store, with one man reaching towards another. yes",Fight\G3E1YP6agWs_1.avi,Fight
GafFu4IZtIA_0.avi,106,"Multiple people are gathered around an orange taxi on a snowy street. Two individuals are physically struggling near the front of the vehicle, implying an altercation. yes",Fight\GafFu4IZtIA_0.avi,Fight
GafFu4IZtIA_1.avi,98,"Surveillance footage shows a nighttime street scene where two individuals are in a physical altercation in the foreground, surrounded by other onlookers. yes",Fight\GafFu4IZtIA_1.avi,Fight
GafFu4IZtIA_2.avi,80,"A crowd gathers on a street at night, where a bright flash/fire emanates from a central point, with people reacting to the intense light. Yes",Fight\GafFu4IZtIA_2.avi,Fight
GafFu4IZtIA_3.avi,105,"A group of people are gathered outdoors at night, with several men and one woman visible. Some are standing, while others appear to be bending down or crouching. no",Fight\GafFu4IZtIA_3.avi,Fight
GafFu4IZtIA_4.avi,111,"Multiple people are gathered on a snowy street at night. A physical altercation appears to be underway between several individuals near a parked car, while others observe. yes",Fight\GafFu4IZtIA_4.avi,Fight
GafFu4IZtIA_6.avi,58,A group gathers on a snowy street around a silver car. Two individuals in the foreground appear to be in a physical altercation or heated confrontation. Yes,Fight\GafFu4IZtIA_6.avi,Fight
GafFu4IZtIA_7.avi,5,"A group of people are gathered around a silver car on a snowy street at night, with several individuals engaged in a physical altercation, some appearing to be on the ground. Yes",Fight\GafFu4IZtIA_7.avi,Fight
gHcG_c1i4uE_0.avi,66,"Two men are confronting each other in the street, one in red and the other in a white shirt, next to a silver car with its door open. Yes",Fight\gHcG_c1i4uE_0.avi,Fight
GhZRf4GIw0w_0.avi,9,A person with a covered head holds an axe inside a store near a checkout counter with an American flag. The scene is captured by a security camera. yes,Fight\GhZRf4GIw0w_0.avi,Fight
gJDvtfRrM7k_0.avi,84,"A shirtless man forcefully splashes water/mud from a puddle at night, while another man observes him. The scene is cluttered with various items. yes",Fight\gJDvtfRrM7k_0.avi,Fight
gJDvtfRrM7k_1.avi,47,"A group of shirtless men and younger individuals are involved in a physical altercation or brawl outdoors at night, with several grappling and throwing punches. yes",Fight\gJDvtfRrM7k_1.avi,Fight
GKsvH_pVNQU_0.avi,100,"Two blurry figures are interacting closely on a street at night, with a bright light or smoke visible behind them. yes",Fight\GKsvH_pVNQU_0.avi,Fight
GKsvH_pVNQU_1.avi,30,"Two figures are running in a grainy, low-light setting, one seemingly chasing the other, with a bright light or smoke in the background. No",Fight\GKsvH_pVNQU_1.avi,Fight
gnBmOf7v_0.avi,20,"A security camera captures a wet street scene with a building, sidewalk, and two cars. A lamp post is in the foreground, and the sky appears overcast. No",Fight\gnBmOf7v_0.avi,Fight
gnBmOf7v_1.avi,0,"A security camera view shows people interacting closely around a stroller on a sidewalk, with cars visible on the street. The scene is dated 2002. yes",Fight\gnBmOf7v_1.avi,Fight
gnBmOf7v_2.avi,1,A street altercation is captured by a CCTV camera. Multiple individuals are involved in a struggle or fight on the sidewalk next to parked cars. yes,Fight\gnBmOf7v_2.avi,Fight
gNIohJfdvEc_0.avi,6,"Police officers escort a man while another individual sits on the floor. The scene takes place indoors, potentially an arrest or detention. No",Fight\gNIohJfdvEc_0.avi,Fight
gNIohJfdvEc_1.avi,88,"Police officers are seen apprehending and struggling with individuals in a doorway, with some people appearing to be on the ground during a forceful encounter. yes",Fight\gNIohJfdvEc_1.avi,Fight
gNIohJfdvEc_2.avi,115,"Multiple police officers are restraining a person on the ground near an elevator, while another officer stands by, possibly holding a taser. Yes",Fight\gNIohJfdvEc_2.avi,Fight
Gr3ikl6A2bE_1.avi,3,"Several people are gathered in a parking lot at night. Two men are shirtless, and one appears to be gesturing or confronting others. Yes",Fight\Gr3ikl6A2bE_1.avi,Fight
Gr3ikl6A2bE_2.avi,64,"Multiple people are walking through a well-lit parking lot at night, with several cars parked. Their activity appears casual. No",Fight\Gr3ikl6A2bE_2.avi,Fight
gR4OsEPl894_0.avi,130,A man is forcefully pulling or restraining a woman on a staircase. She appears to be resisting his grip. Yes,Fight\gR4OsEPl894_0.avi,Fight
gR4OsEPl894_2.avi,4,A person in a blue and grey shirt and white pants walks up a flight of stairs. Another person is partially visible behind them. no,Fight\gR4OsEPl894_2.avi,Fight
GtGAcKxn_0.avi,144,"Multiple people are involved in a physical altercation in a garage setting, with some actively fighting and others nearby. Spills are visible on the floor. Yes",Fight\GtGAcKxn_0.avi,Fight
GuLMP_IOrR0_0.avi,5,"Multiple individuals are engaged in a chaotic brawl inside what appears to be a busy salon or shop, with people pushing and pulling each other. Yes",Fight\GuLMP_IOrR0_0.avi,Fight
GuLMP_IOrR0_1.avi,53,"A chaotic brawl erupts in a nail salon, with multiple individuals engaged in a physical altercation, leading to overturned furniture and scattered items on the floor. Yes",Fight\GuLMP_IOrR0_1.avi,Fight
H1AzC-GyKto_0.avi,31,A larger figure appears to be lifting or holding a smaller figure behind a counter in a dimly lit indoor setting. Furniture and shelves are visible. yes,Fight\H1AzC-GyKto_0.avi,Fight
H1AzC-GyKto_1.avi,2,"CCTV footage shows a person crouched behind a store counter, while other individuals are present near displays and the entrance. no",Fight\H1AzC-GyKto_1.avi,Fight
hEjHnhy2_0.avi,141,"A security camera records an indoor scene where multiple people are involved in an altercation, pushing and grappling. The environment appears chaotic with several individuals engaged in conflict. Yes",Fight\hEjHnhy2_0.avi,Fight
HgwpC5Xx_0.avi,76,"In a lobby, a man in a dark shirt is grabbing another person behind a counter, while other men are nearby. The scene appears to depict a confrontation. yes",Fight\HgwpC5Xx_0.avi,Fight
HtbVjsRA_0.avi,12,"A black and white surveillance camera captures a night street scene with several cars on a wet road. A dark SUV is in the foreground, with houses and trees in the background. no",Fight\HtbVjsRA_0.avi,Fight
HtbVjsRA_1.avi,75,"A black and white security camera captures a street scene at night with cars moving and parked. A bright, blurry object is visible in the foreground. No.",Fight\HtbVjsRA_1.avi,Fight
HtbVjsRA_2.avi,0,A night-time security camera captures cars driving on a residential street lined with houses and trees. Several vehicles are visible under dim lighting. no,Fight\HtbVjsRA_2.avi,Fight
HVSv9sgz2ZI_0.avi,66,"A person lies on the ground, surrounded by a crowd at ""Chicken Coop."" Several individuals appear involved in a physical altercation or reacting to the fall. yes",Fight\HVSv9sgz2ZI_0.avi,Fight
HVSv9sgz2ZI_1.avi,59,"A chaotic group of people is gathered around a person on the ground, suggesting a physical altercation or struggle in an outdoor setting. Yes.",Fight\HVSv9sgz2ZI_1.avi,Fight
HVSv9sgz2ZI_2.avi,74,"A chaotic scene unfolds in a dimly lit venue as multiple blurred figures move rapidly, with white particles appearing to fly through the air, suggesting a dynamic interaction. Yes",Fight\HVSv9sgz2ZI_2.avi,Fight
HVSv9sgz2ZI_4.avi,12,"Multiple individuals are engaged in a close physical interaction or altercation indoors, possibly a fight, captured by surveillance camera on 03/22/2015. yes",Fight\HVSv9sgz2ZI_4.avi,Fight
HVSv9sgz2ZI_5.avi,0,"Security footage shows a chaotic scene with multiple figures, one possibly falling amidst scattered debris on the floor, suggesting an altercation or struggle. Yes",Fight\HVSv9sgz2ZI_5.avi,Fight
HW48LUZKOL4_0.avi,116,A convenience store interior shows a cashier at the counter and customers near shelves. The scene appears calm and depicts routine store activity. no,Fight\HW48LUZKOL4_0.avi,Fight
HW48LUZKOL4_1.avi,89,Two individuals are restraining a third person who is on the floor in a store during an apparent altercation. yes,Fight\HW48LUZKOL4_1.avi,Fight
HW48LUZKOL4_2.avi,147,"A man is seen physically assaulting a woman on the floor of a convenience store, while an employee stands at the counter. yes",Fight\HW48LUZKOL4_2.avi,Fight
HW48LUZKOL4_4.avi,19,"Two men are in a confrontation in a store aisle. A shirtless man appears to be fleeing or reacting while another man, possibly a staff member, pursues or confronts him. yes",Fight\HW48LUZKOL4_4.avi,Fight
H_VQJU0Bqpc_1.avi,59,"On a street at night, one person kicks another near a car, showing a physical altercation in progress while other individuals are further down the street. Yes.",Fight\H_VQJU0Bqpc_1.avi,Fight
H_VQJU0Bqpc_2.avi,100,Several people are on a sidewalk at night. Two individuals appear to be in a confrontation while another in the foreground gestures dramatically. A car is parked nearby. Yes,Fight\H_VQJU0Bqpc_2.avi,Fight
I-x0G5pAan0_0.avi,22,"A nighttime street scene features several cars, pedestrians walking on sidewalks, and cyclists. One person is seen running on the road. No",Fight\I-x0G5pAan0_0.avi,Fight
i2sLegg2JPA_0.avi,19,"A crowded indoor space is filled with people mingling in low light, possibly from security camera footage. No",Fight\i2sLegg2JPA_0.avi,Fight
i2sLegg2JPA_1.avi,140,"A crowded indoor scene, likely from security footage, shows people moving around in a dimly lit, black and white environment. No",Fight\i2sLegg2JPA_1.avi,Fight
i5xJxtv4gXs_0.avi,28,"Several people are inside a bar or cafe, some standing near the counter, while a car is visible outside. The scene appears calm. no",Fight\i5xJxtv4gXs_0.avi,Fight
i5xJxtv4gXs_1.avi,70,"Inside a bar, several individuals are engaged in a physical fight near the counter, captured on black and white CCTV footage. yes",Fight\i5xJxtv4gXs_1.avi,Fight
i5xJxtv4gXs_2.avi,25,A black and white security camera image shows a chaotic scene inside a bar with multiple people engaged in a physical altercation near a counter. Yes.,Fight\i5xJxtv4gXs_2.avi,Fight
i5xJxtv4gXs_3.avi,42,"A group of people are engaged in a physical altercation outside an establishment. Several individuals are fighting, with one person appearing to be on the ground. yes",Fight\i5xJxtv4gXs_3.avi,Fight
i5xJxtv4gXs_4.avi,70,"A group of people are engaged in a physical altercation, with some individuals pushing and others raising hands, inside and outside what appears to be a bar. yes",Fight\i5xJxtv4gXs_4.avi,Fight
iHUwZBSx_0.avi,55,"Multiple people are in an office setting. One person lies on the floor, partially covered, while several others stand nearby, appearing to observe or attend to them. No",Fight\iHUwZBSx_0.avi,Fight
Ile3EVQA_0.avi,87,"Three men are seen in a black and white surveillance shot. One man on the right clenches his fists and appears agitated, facing two other men. His posture suggests potential aggression. yes",Fight\Ile3EVQA_0.avi,Fight
Ile3EVQA_1.avi,20,"Multiple people are seen in a black and white image, some appearing to enter or exit a vehicle via steps. Their interactions seem neutral. no",Fight\Ile3EVQA_1.avi,Fight
iP6yS_OroMk_0.avi,84,"Two people in a dark outdoor setting. One person holds an object towards the other, who stands with arms outstretched in an ambiguous interaction. yes",Fight\iP6yS_OroMk_0.avi,Fight
iquSbj5Wqj0_0.avi,104,"A group of people are in a tunnel; one leans against a wall while others engage in a physical interaction, possibly an altercation. Yes",Fight\iquSbj5Wqj0_0.avi,Fight
iquSbj5Wqj0_1.avi,26,"A person lies on the ground while two others grapple in an apparent altercation, observed by a fourth individual in an underpass. yes",Fight\iquSbj5Wqj0_1.avi,Fight
jCD7lUJQ7Xc_0.avi,29,"A person in black physically restrains another in red on an elevated walkway, likely within an institutional facility. yes",Fight\jCD7lUJQ7Xc_0.avi,Fight
jCD7lUJQ7Xc_1.avi,75,"A person in dark clothing bends over a counter near sinks in a multi-level institutional hallway, with another individual visible further down. no",Fight\jCD7lUJQ7Xc_1.avi,Fight
jILBnY3lB2Q_0.avi,42,"A night scene in a parking deck shows a crowd gathered. Two people are in a physical altercation on the ground, observed by others. yes",Fight\jILBnY3lB2Q_0.avi,Fight
JJG0bHPur50_0.avi,10,"A pixelated person carrying a white bag enters an elevator, which is on the 5th floor and appears to be going down. No",Fight\JJG0bHPur50_0.avi,Fight
JJG0bHPur50_1.avi,7,"A person is lying on the elevator floor, possibly in distress, while another stands at the open door. The elevator is at the 5th floor. no",Fight\JJG0bHPur50_1.avi,Fight
JJG0bHPur50_2.avi,103,"People are struggling inside an elevator. One person is on the floor, while others are bent over them, creating a chaotic scene with motion blur. yes",Fight\JJG0bHPur50_2.avi,Fight
jmZqmYnH_0.avi,14,"A group of men and boys are gathered inside a shop, looking at items displayed in cases and interacting with each other, possibly shopping. No",Fight\jmZqmYnH_0.avi,Fight
jmZqmYnH_1.avi,83,"Multiple individuals are gathered inside a shop, possibly a jewelry or accessory store, looking at items displayed in glass cases, captured by CCTV. No",Fight\jmZqmYnH_1.avi,Fight
JPIeYvRgo6I_0.avi,4,"Two uniformed individuals are seen restraining a person on the ground near a fence at night, while other people are present. Yes",Fight\JPIeYvRgo6I_0.avi,Fight
JPIeYvRgo6I_1.avi,0,"Surveillance footage shows two individuals by a fence on a street at night, with a car parked nearby. The date overlay reads 06/20/2014. no",Fight\JPIeYvRgo6I_1.avi,Fight
Jq8neqBlL2Y_2.avi,134,"A group of men are engaged in a physical altercation on a street, with some aggressively confronting others. yes",Fight\Jq8neqBlL2Y_2.avi,Fight
Jq8neqBlL2Y_3.avi,51,"Multiple men are gathered on a street, with several appearing to be involved in a physical altercation or scuffle in the foreground. Tense body language is evident. yes",Fight\Jq8neqBlL2Y_3.avi,Fight
Jq8neqBlL2Y_4.avi,132,"A group of men are involved in a physical altercation on a street, with one motorcycle knocked over, indicating a struggle or fight. yes",Fight\Jq8neqBlL2Y_4.avi,Fight
Jq8neqBlL2Y_5.avi,115,"A group of men is engaged in a street brawl, pushing and shoving each other. Motorcycles are visible, with one fallen on its side, amidst the altercation. yes",Fight\Jq8neqBlL2Y_5.avi,Fight
JRL5Vvql_0.avi,61,Several people are engaged in a physical altercation inside a tunnel. One individual is on the ground while others appear to be struggling near the wall. yes,Fight\JRL5Vvql_0.avi,Fight
JRL5Vvql_1.avi,27,One person kneels over another lying on the ground inside a tunnel. Two individuals are seen walking away in the background. Yes,Fight\JRL5Vvql_1.avi,Fight
Jt4WbOZeT7s_0.avi,7,"A surveillance image shows one person standing over another on stairs. Overlays discuss a graphic video and the bystander effect, implying an incident or assault. Yes",Fight\Jt4WbOZeT7s_0.avi,Fight
jTbvVbkUaPM_0.avi,22,"Three women engage in an animated discussion in an office, while another person works at a computer. The area features office equipment and workstations. yes",Fight\jTbvVbkUaPM_0.avi,Fight
jTbvVbkUaPM_4.avi,96,"Multiple people are in a hallway, with some appearing to struggle near an exit while two others run away from the scene. yes",Fight\jTbvVbkUaPM_4.avi,Fight
jTbvVbkUaPM_5.avi,48,An adult and a child walk down a dimly lit hallway towards an exit sign. Information and warning signs are on the right wall. no,Fight\jTbvVbkUaPM_5.avi,Fight
jtzWSah-BZM_0.avi,20,"Two people are engaged in a physical altercation near automatic doors, with one individual appearing to restrain the other. Others are visible in the vicinity. yes",Fight\jtzWSah-BZM_0.avi,Fight
JwTPruSFTjk_0.avi,18,"A physical altercation is occurring in a restaurant, with one person on the floor being restrained by others near a service counter. Yes",Fight\JwTPruSFTjk_0.avi,Fight
JwTPruSFTjk_1.avi,41,"A physical altercation involving two individuals is occurring in a restaurant/bar setting, with others nearby observing or moving around. Yes",Fight\JwTPruSFTjk_1.avi,Fight
K6WRP2xi_0.avi,41,"Two individuals are near an entrance, with one person pulling the other's arm. The scene is dim, possibly from a security camera. yes",Fight\K6WRP2xi_0.avi,Fight
K6WRP2xi_1.avi,8,"A group of people is involved in a chaotic altercation. One person is on the ground while others are standing around them, some seemingly engaged in the confrontation. yes",Fight\K6WRP2xi_1.avi,Fight
K6WRP2xi_2.avi,0,"A chaotic brawl unfolds at night with multiple men fighting, some grappling and others swinging objects in a dimly lit indoor space. yes",Fight\K6WRP2xi_2.avi,Fight
K6WRP2xi_3.avi,3,"A person is bent over, seemingly striking or struggling with an object or another person on the ground, while another individual stands nearby in a dark, indoor setting. Yes",Fight\K6WRP2xi_3.avi,Fight
kExp3yhspR0_0.avi,128,"A person in black reaches over a shop counter while a cashier in a red apron pushes them back, engaged in a physical struggle. yes",Fight\kExp3yhspR0_0.avi,Fight
kExp3yhspR0_1.avi,107,A customer is kicking at a cashier across a store counter. The cashier reacts defensively during the confrontation. yes,Fight\kExp3yhspR0_1.avi,Fight
kExp3yhspR0_2.avi,100,A man is pulling a woman behind a counter by her arms in what appears to be an attempted robbery or assault in a store. Yes,Fight\kExp3yhspR0_2.avi,Fight
kExp3yhspR0_3.avi,46,"A person flees a store, likely after a robbery, as the cashier leans over the counter amidst scattered items on the floor. Yes",Fight\kExp3yhspR0_3.avi,Fight
kLHNW0uRutY_0.avi,55,"Multiple people are inside what appears to be a convenience store, captured by a surveillance camera. They are standing near shelves and a counter. no",Fight\kLHNW0uRutY_0.avi,Fight
kLHNW0uRutY_1.avi,107,"Inside a store, a person bends to pick up spilled items from the floor, while another individual stands near the counter. Faces are obscured. No",Fight\kLHNW0uRutY_1.avi,Fight
kLHNW0uRutY_2.avi,29,"A surveillance camera captures a physical struggle between two individuals in a store. One person is on the ground while another leans over them, grappling. Yes",Fight\kLHNW0uRutY_2.avi,Fight
kLHNW0uRutY_3.avi,119,"Multiple people are in a store. One person in grey is physically engaged with another in pink, whose arm is raised defensively. A third person is in the background. yes",Fight\kLHNW0uRutY_3.avi,Fight
kLHNW0uRutY_4.avi,41,"Multiple people are involved in a physical struggle or altercation inside a store, near a counter with fruit displays. One person in pink is seen grappling with another. Yes",Fight\kLHNW0uRutY_4.avi,Fight
kLHNW0uRutY_5.avi,25,"Two people are at night next to a large dark object. One is bent over, appearing to struggle or interact with the object, while the other stands nearby. no",Fight\kLHNW0uRutY_5.avi,Fight
kMI2JME3Aag_0.avi,8,"A bustling factory or processing plant shows workers engaged in tasks along a production line, indicating a busy industrial environment. no",Fight\kMI2JME3Aag_0.avi,Fight
kMI2JME3Aag_1.avi,87,"Multiple people are gathered around tables in what appears to be a cafeteria or dining hall, possibly socializing or moving within the space. no",Fight\kMI2JME3Aag_1.avi,Fight
kMI2JME3Aag_2.avi,14,Blurry figures are in an indoor setting with tables. A person on the right appears to be falling or reacting to a sudden forceful interaction with another. yes,Fight\kMI2JME3Aag_2.avi,Fight
kOp57sQKMPY_0.avi,90,One person points a handgun at another by a black SUV in a parking lot. Other vehicles and a building are visible. Yes,Fight\kOp57sQKMPY_0.avi,Fight
kOp57sQKMPY_1.avi,24,"A standing person forcefully holds another kneeling person in a parking lot next to an SUV, appearing to restrain them. Yes",Fight\kOp57sQKMPY_1.avi,Fight
ksdkojifes_416.avi,76,"Multiple individuals are engaged in a physical altercation on a street. One person is on the ground, others are grappling, and another individual rushes in, indicating a developing scuffle. Yes",Fight\ksdkojifes_416.avi,Fight
Kx5lWLPZ0Y0_0.avi,110,"In a wig store, one person in a dark jacket appears to be struggling with another individual on the floor, amidst numerous wig mannequins. yes",Fight\Kx5lWLPZ0Y0_0.avi,Fight
Kx5lWLPZ0Y0_1.avi,73,Two men are engaged in a physical altercation near a doorway in a store filled with wigs. Another person in red is visible in the background. Yes,Fight\Kx5lWLPZ0Y0_1.avi,Fight
K_7hT4N2QCE_0.avi,3,"A person wearing a cap points a gun at an older, distressed man on a bus, who has his hands raised. Another passenger is visible in the background. yes",Fight\K_7hT4N2QCE_0.avi,Fight
K_7hT4N2QCE_1.avi,2,"Passengers are seen inside a public transport vehicle. Two individuals wearing baseball caps are in the foreground, with one holding a pole. no",Fight\K_7hT4N2QCE_1.avi,Fight
K_7hT4N2QCE_2.avi,63,"On a bus, a person in a white cap holds a pole while another individual's blurred arm reaches towards them, suggesting a physical interaction or struggle. yes",Fight\K_7hT4N2QCE_2.avi,Fight
l4gqDHx9_dI_0.avi,75,"CCTV footage at night shows two figures near a street. An overlay states ""Thieves on a motorcycle rob and kill a man at night"". yes",Fight\l4gqDHx9_dI_0.avi,Fight
l4gqDHx9_dI_1.avi,75,"Two men are on a street at night; one has their arm around the other. An overlay states ""Thieves on a motorcycle rob and kill a man at night."" yes",Fight\l4gqDHx9_dI_1.avi,Fight
l4gqDHx9_dI_2.avi,66,"CCTV footage shows two individuals in a physical altercation on a street at night, with a third person visible. Text states it's a motorcycle robbery and killing. yes",Fight\l4gqDHx9_dI_2.avi,Fight
l4gqDHx9_dI_3.avi,18,CCTV footage captures two individuals struggling at night during what is identified as a motorcycle robbery resulting in a man's death. The scene depicts aggression and violence. yes,Fight\l4gqDHx9_dI_3.avi,Fight
lI17Q0j3_0.avi,15,"One man points a rifle at another man on a sidewalk, who has his hands raised in surrender. Yes",Fight\lI17Q0j3_0.avi,Fight
lL3FQltu_0.avi,87,"Multiple people are in a hospital waiting room. A person in white bends over, while others stand, sit on benches, or are in wheelchairs, some interacting calmly. No",Fight\lL3FQltu_0.avi,Fight
LLo_TXIz5-g_0.avi,57,"A blurry image shows a crowded indoor scene, likely a casino, with many people, mostly men in suits, standing and walking around gaming tables. no",Fight\LLo_TXIz5-g_0.avi,Fight
lmfaDmCCRoY_0.avi,56,"One person is on the ground near stairs, while another stands nearby, observing. The person on the ground appears fallen or incapacitated. No",Fight\lmfaDmCCRoY_0.avi,Fight
lmfaDmCCRoY_1.avi,48,"Two individuals are on a staircase landing; one is bent low or kneeling, while the other leans over them. Yes.",Fight\lmfaDmCCRoY_1.avi,Fight
lmfaDmCCRoY_2.avi,39,Two individuals are on a staircase; one in dark clothing is physically engaging or grappling with another person in white clothing. yes,Fight\lmfaDmCCRoY_2.avi,Fight
lmfaDmCCRoY_3.avi,12,"A person bends over near an elevator entrance in a building, possibly unwell or picking something up, captured by security camera. no",Fight\lmfaDmCCRoY_3.avi,Fight
lmfaDmCCRoY_4.avi,39,"Two individuals are physically engaged against a wall, appearing to struggle or fight. One has an arm around the other's head/neck area. A hat lies on the ground nearby. yes",Fight\lmfaDmCCRoY_4.avi,Fight
lmfaDmCCRoY_5.avi,4,A person in dark clothing pushes another in a white shirt against a wall. A shoe on the ground suggests a struggle. yes,Fight\lmfaDmCCRoY_5.avi,Fight
lmfaDmCCRoY_6.avi,100,"Two individuals are engaged in a physical altercation near an elevator, with one appearing to strike or push the other, captured by a surveillance camera. yes",Fight\lmfaDmCCRoY_6.avi,Fight
lmfaDmCCRoY_7.avi,62,"A younger man is pulling an older man, who is on the ground, near elevator doors in a parking garage. yes",Fight\lmfaDmCCRoY_7.avi,Fight
lUjx4FXvv34_0.avi,57,"A man appears to be holding a woman in a headlock or chokehold, her head down, suggesting struggle or forceful restraint. yes",Fight\lUjx4FXvv34_0.avi,Fight
lUjx4FXvv34_1.avi,0,Two people are engaged in a physical struggle on the floor of an indoor space. One person in a white shirt and dark pants appears to be grappling with another. Yes,Fight\lUjx4FXvv34_1.avi,Fight
mbW7VkAf6Yk_0.avi,12,"On a dark street, one person is on the ground while another stands over them, possibly in an altercation. Other figures and a vehicle are in the background. yes",Fight\mbW7VkAf6Yk_0.avi,Fight
mbW7VkAf6Yk_1.avi,104,"A group of individuals is gathered around a person lying on the ground in a dark street, suggesting an altercation or assault. yes",Fight\mbW7VkAf6Yk_1.avi,Fight
mbW7VkAf6Yk_2.avi,23,"Multiple blurry figures are gathered in an outdoor setting, possibly on a street or open area. no",Fight\mbW7VkAf6Yk_2.avi,Fight
Mi4nMB8AHxI_0.avi,86,"A group of people is engaged in a physical altercation, with several individuals raising their arms as if fighting on what appears to be an outdoor patio. yes",Fight\Mi4nMB8AHxI_0.avi,Fight
Mi4nMB8AHxI_1.avi,25,"A security camera captures a physical altercation or heated argument among several people in a restaurant or bar, with one person attempting to intervene. yes",Fight\Mi4nMB8AHxI_1.avi,Fight
mRqg-WXiR7Q_0.avi,33,"Two individuals are engaged in a physical altercation outside a store, while other people are present. yes",Fight\mRqg-WXiR7Q_0.avi,Fight
mRqg-WXiR7Q_1.avi,111,"A street fight occurs outside a 7-Eleven at night, with multiple people involved in a physical altercation, and one individual appears to be on the ground. yes",Fight\mRqg-WXiR7Q_1.avi,Fight
mRqg-WXiR7Q_2.avi,74,"A group of people are engaged in a physical struggle outside a store at night, while another person walks away. Yes.",Fight\mRqg-WXiR7Q_2.avi,Fight
mRqg-WXiR7Q_3.avi,56,"Two individuals are engaged in a physical altercation on a city street at night, with one person on the ground near a 7-Eleven store. yes",Fight\mRqg-WXiR7Q_3.avi,Fight
mVTcBPrjh-E_0.avi,21,A security camera captures a street scene. A scooter drives on the road while a person walks on the far sidewalk. The foreground shows cardboard boxes and clutter. no,Fight\mVTcBPrjh-E_0.avi,Fight
mVTcBPrjh-E_1.avi,99,"A person on a sidewalk performs rapid, fluid movements with two sticks or nunchucks, appearing to practice martial arts, then stops. Traffic and pedestrians are visible. Yes",Fight\mVTcBPrjh-E_1.avi,Fight
mX4cQM1xMFc_0.avi,0,A security camera captures a dark car parked outside a building entrance at 03:13:04. The area appears dimly lit. no,Fight\mX4cQM1xMFc_0.avi,Fight
mX4cQM1xMFc_1.avi,13,"Figures are engaged in a physical struggle in a doorway, with one person appearing to pull another. A car is parked nearby. yes",Fight\mX4cQM1xMFc_1.avi,Fight
mX4cQM1xMFc_2.avi,25,"Two individuals are captured by a security camera near a parked car. One person, blurred, has a raised arm, while the other leans over the car's front. yes",Fight\mX4cQM1xMFc_2.avi,Fight
mxlWEjopk_c_0.avi,0,"Multiple individuals are engaged in a physical struggle or confrontation behind a restaurant counter, with items on the floor. Yes",Fight\mxlWEjopk_c_0.avi,Fight
MzcX84QCuE8_0.avi,53,"A person in a pink shirt is crouched low to the ground in a commercial setting, possibly falling or retrieving something. Display cases are visible. no",Fight\MzcX84QCuE8_0.avi,Fight
N1Q9v-saJ_g_0.avi,1,"Two men are fighting on a street next to a car, with one throwing a punch. A red bus and other vehicles are in the background. yes",Fight\N1Q9v-saJ_g_0.avi,Fight
N1Q9v-saJ_g_1.avi,109,"On a street with a bus, two men are fighting on the sidewalk while a woman walks past them. yes",Fight\N1Q9v-saJ_g_1.avi,Fight
N1Q9v-saJ_g_2.avi,68,Two individuals are engaged in a physical altercation on a sidewalk. One person appears to be pushing or striking the other during a struggle. yes,Fight\N1Q9v-saJ_g_2.avi,Fight
nBO2Wlr3LhU_0.avi,63,"Four people are on a street at night. Two are bending near a building, while two others stand further down the sidewalk. Cars are parked along the street. no",Fight\nBO2Wlr3LhU_0.avi,Fight
nBO2Wlr3LhU_1.avi,26,One person in light clothes restrains/pushes another person towards a building entrance at night. A third person stands nearby on the sidewalk. yes,Fight\nBO2Wlr3LhU_1.avi,Fight
nNUeqFgG_0.avi,67,"A person stands behind a store counter, holding a gun pointed upwards, near a cash register. This is a CCTV view of a retail establishment. yes",Fight\nNUeqFgG_0.avi,Fight
nNUeqFgG_1.avi,5,"Two men are engaged in a physical struggle near a doorway in a shop, captured by surveillance footage. A third person watches nearby. Yes",Fight\nNUeqFgG_1.avi,Fight
nNUeqFgG_3.avi,135,"Two men are at a shop counter. One in a light hoodie appears to be confronting or attacking the other man, who is leaning over papers. It looks like a robbery or assault. Yes",Fight\nNUeqFgG_3.avi,Fight
nNUeqFgG_4.avi,84,"Two men are inside a shop. One sits at a counter with a laptop, while the other stands holding what appears to be a firearm. It looks like a security camera still. no",Fight\nNUeqFgG_4.avi,Fight
nNUeqFgG_5.avi,92,"A security camera captures multiple people in a store or pawn shop. One person is at a counter, while two others are near display cases, possibly interacting with merchandise. no",Fight\nNUeqFgG_5.avi,Fight
NPeKBgURcxI_0.avi,63,"A crowded outdoor scene at night shows several people, including men in orange shirts, appearing to be in a tense interaction or altercation. yes",Fight\NPeKBgURcxI_0.avi,Fight
NPeKBgURcxI_1.avi,129,"A crowd gathers under a canopy, possibly at a bar or event, with some individuals appearing to be in an altercation on the right side of the frame. yes",Fight\NPeKBgURcxI_1.avi,Fight
NPeKBgURcxI_2.avi,5,"A crowd, many in orange shirts, is involved in a physical altercation or confrontation in a busy outdoor area. Yes",Fight\NPeKBgURcxI_2.avi,Fight
NpznjZe7A2M_0.avi,35,"A hooded individual is behind a store counter, facing another blurred person with raised hands, suggesting a confrontation or robbery in progress. Yes",Fight\NpznjZe7A2M_0.avi,Fight
